sofa_id,name,pos,season,league,country,dom_g,dom_a,dom_tk,dom_cs,dom_sv,dom_rt,league_strength,target_ucl_fantasy_pts
903324,Kerem Aktürkoğlu,MID,2425,SuperLig,Turkey,2,2,1,0,0,7.7,10.3,24
922573,Gabriel Martinelli,MID,2425,PL,England,8,4,23,3,0,6.96,29.464,20
45853,İlkay Gündoğan,MID,2425,PL,England,1,6,25,3,0,7.08,29.464,11
138156,Emre Can,DEF,2425,Bund,Germany,3,0,50,3,0,6.92,18.421,40
149663,Nathan Aké,DEF,2425,PL,England,0,0,9,0,0,6.8,29.464,0
610766,Tammy Abraham,FWD,2425,SerieA,Italy,3,4,17,1,0,6.74,21.875,12
875136,Noa Lang,MID,2425,Ered,Netherlands,11,10,22,1,0,7.52,15.25,20
1085081,Álvaro Carreras,DEF,2425,Portugal,Portugal,3,1,64,11,0,7.17,16.25,24
989841,Eduardo Quaresma,DEF,2425,Portugal,Portugal,1,0,46,3,0,7,16.25,10
827679,Ezri Konsa,DEF,2425,PL,England,2,0,34,8,0,6.9,29.464,25
827212,Jules Koundé,DEF,2425,LaLiga,Spain,2,3,63,8,0,7.17,23.892,29
37151,Henrikh Mkhitaryan,MID,2425,SerieA,Italy,1,4,43,6,0,7.06,21.875,11
791702,Marcus Thuram,FWD,2425,SerieA,Italy,14,4,18,5,0,7.3,21.875,21
353282,Oleksandr Zubkov,FWD,2425,SuperLig,Turkey,6,3,13,0,0,7.4,10.3,14
325355,José María Giménez,DEF,2425,LaLiga,Spain,0,1,26,9,0,6.99,23.892,19
822708,Amadou Haidara,MID,2425,Bund,Germany,0,1,30,2,0,6.79,18.421,7
973887,Eduardo Camavinga,MID,2425,LaLiga,Spain,1,2,42,4,0,7.16,23.892,8
100389,Marten de Roon,MID,2425,SerieA,Italy,4,4,74,12,0,7.16,21.875,13
955245,Harvey Elliott,MID,2425,PL,England,1,2,5,0,0,6.86,29.464,15
184661,Leon Goretzka,MID,2425,Bund,Germany,4,1,21,3,0,7.13,18.421,16
976575,Nicolas Seiwald,MID,2425,Bund,Germany,0,0,53,4,0,6.89,18.421,8
934385,Maarten Vandevoordt,GK,2425,Bund,Germany,0,0,1,0,12,6.82,18.421,1
835485,Brahim Díaz,MID,2425,LaLiga,Spain,4,2,25,4,0,6.89,23.892,15
95494,Tigran Barseghyan,MID,2425,Slovakia,Slovakia,20,3,17,1,0,7.76,4.625,12
927353,Curtis Jones,MID,2425,PL,England,3,3,39,1,0,6.91,29.464,8
898815,Sam Beukema,DEF,2425,SerieA,Italy,0,1,54,11,0,7.01,21.875,13
958959,Jurriën Timber,DEF,2425,PL,England,1,3,58,7,0,6.96,29.464,17
363856,Nicolò Barella,MID,2425,SerieA,Italy,3,6,50,4,0,7.19,21.875,15
556866,Gregor Kobel,GK,2425,Bund,Germany,0,0,0,7,85,6.89,18.421,29
98212,Charalampos Lykogiannis,DEF,2425,SerieA,Italy,0,4,23,0,0,6.99,21.875,5
1136731,Rico Lewis,DEF,2425,PL,England,1,2,30,3,0,6.91,29.464,18
826188,Alessandro Bastoni,DEF,2425,SerieA,Italy,1,5,46,5,0,7.21,21.875,23
227672,Jonathan Tah,DEF,2425,Bund,Germany,3,0,19,8,0,7.11,18.421,22
189061,Jack Grealish,MID,2425,PL,England,1,1,9,1,0,7.01,29.464,7
927407,Josip Stanišić,DEF,2425,Bund,Germany,0,2,13,3,0,7.07,18.421,3
248331,Brandon Mechele,DEF,2425,Belgium,Belgium,3,1,69,13,0,7.32,15.65,19
980418,Sacha Boey,DEF,2425,Bund,Germany,0,2,20,0,0,6.8,18.421,1
859917,Morten Hjulmand,MID,2425,Portugal,Portugal,2,2,54,7,0,7.13,16.25,9
855833,Ferran Torres,FWD,2425,LaLiga,Spain,10,6,8,0,0,7.08,23.892,15
1029018,Abdallah Sima,MID,2425,L1,France,7,2,15,0,0,6.79,17.928,17
965357,Osame Sahraoui,MID,2425,L1,France,3,3,13,1,0,6.96,17.928,14
893499,Mauro Júnior,DEF,2425,Ered,Netherlands,0,6,54,2,0,7.17,15.25,11
1001140,Geny Catamo,MID,2425,Portugal,Portugal,5,2,29,4,0,7.1,16.25,9
70996,Kevin De Bruyne,MID,2425,PL,England,4,7,17,4,0,7.4,29.464,2
941168,William Saliba,DEF,2425,PL,England,2,0,62,12,0,7.04,29.464,25
361004,Marco Asensio,MID,2425,PL,England,3,1,7,2,0,7.11,29.464,16
864169,Pau Torres,DEF,2425,PL,England,0,0,21,5,0,6.76,29.464,25
1423711,Myles Lewis-Skelly,DEF,2425,PL,England,1,0,22,3,0,6.75,29.464,9
976263,Ian Maatsen,DEF,2425,PL,England,1,2,29,2,0,6.8,29.464,19
923973,Amadou Onana,MID,2425,PL,England,3,0,55,2,0,6.95,29.464,8
125407,Álvaro Morata,FWD,2425,SerieA,Italy,5,0,16,2,0,6.98,21.875,10
986397,Benjamin Šeško,FWD,2425,Bund,Germany,13,5,7,2,0,6.93,18.421,17
863271,Jeff Chabot,DEF,2425,Bund,Germany,3,1,37,3,0,6.99,18.421,7
51665,Benjamin André,MID,2425,L1,France,0,3,103,8,0,7.22,17.928,6
1153270,Fermín López,MID,2425,LaLiga,Spain,6,5,19,1,0,7.02,23.892,16
187433,Serge Gnabry,MID,2425,Bund,Germany,7,5,20,3,0,7.05,18.421,7
293519,Leroy Sané,MID,2425,Bund,Germany,11,5,23,1,0,7.18,18.421,9
970361,Jeremie Frimpong,DEF,2425,Bund,Germany,5,5,33,4,0,6.85,18.421,23
547838,Dani Ceballos,MID,2425,LaLiga,Spain,0,0,41,3,0,7.13,23.892,8
1087359,Renato Veiga,DEF,2425,PL,England,0,0,9,1,0,6.59,29.464,0
353130,Mario Hermoso,DEF,2425,Bund,Germany,0,0,0,1,0,7,18.421,1
822519,Éder Militão,DEF,2425,LaLiga,Spain,1,1,19,3,0,7.21,23.892,1
1388535,Givairo Read,DEF,2425,Ered,Netherlands,2,6,64,7,0,7.18,15.25,5
1067639,Vinícius Tobias,DEF,2425,Ukraine,Ukraine,0,6,0,0,0,7.09,3.6,4
1094827,Gerard Martín,DEF,2425,LaLiga,Spain,1,3,22,1,0,6.81,23.892,12
142622,Antonio Rüdiger,DEF,2425,LaLiga,Spain,0,0,20,11,0,7.03,23.892,20
794298,Deniz Undav,FWD,2425,Bund,Germany,9,3,11,3,0,7.07,18.421,7
807771,Dávid Hancko,DEF,2425,Ered,Netherlands,3,1,38,10,0,7.26,15.25,18
1473491,Senny Mayulu,MID,2425,L1,France,2,2,25,0,0,6.88,17.928,10
874030,Pedrinho,MID,2425,Ukraine,Ukraine,1,4,0,0,0,6.93,3.6,1
318927,Joe Gomez,DEF,2425,PL,England,0,0,13,1,0,6.88,29.464,4
84539,Koke,MID,2425,LaLiga,Spain,1,1,46,5,0,6.88,23.892,6
138605,Piotr Zieliński,MID,2425,SerieA,Italy,2,2,14,2,0,6.88,21.875,8
965011,Matteo Ruggeri,DEF,2425,SerieA,Italy,0,3,39,4,0,6.94,21.875,1
136924,Willi Orbán,DEF,2425,Bund,Germany,5,0,38,9,0,7.27,18.421,5
906278,Josha Vagnoman,DEF,2425,Bund,Germany,1,1,26,4,0,6.67,18.421,17
1391541,Ngal'ayel Mukau,MID,2425,L1,France,0,1,33,0,0,6.8,17.928,12
1126512,Zeno Debast,DEF,2425,Portugal,Portugal,0,3,38,9,0,7.14,16.25,16
1410209,João Simões,MID,2425,Portugal,Portugal,1,0,7,1,0,6.77,16.25,4
254491,Ederson,GK,2425,PL,England,0,4,0,10,54,7.05,29.464,13
1402698,Ethan Mbappé,MID,2425,L1,France,0,0,6,0,0,6.7,17.928,1
925097,Ronald Araújo,DEF,2425,LaLiga,Spain,1,1,12,1,0,7.1,23.892,10
833956,Matty Cash,DEF,2425,PL,England,1,1,56,5,0,6.93,29.464,8
1102788,Dorgeles Nene,FWD,2425,AutBund,Austria,13,4,35,2,0,7.39,9.65,4
133908,Marcel Sabitzer,MID,2425,Bund,Germany,1,0,29,3,0,6.8,18.421,5
96538,Lucas Digne,DEF,2425,PL,England,0,4,65,4,0,6.97,29.464,12
1142672,Warren Zaïre-Emery,MID,2425,L1,France,1,2,51,2,0,6.99,17.928,10
795064,Trent Alexander-Arnold,DEF,2425,PL,England,3,6,72,4,0,7.25,29.464,15
795222,Frenkie de Jong,MID,2425,LaLiga,Spain,2,2,19,1,0,7.02,23.892,7
906275,Yann Bisseck,DEF,2425,SerieA,Italy,3,2,17,3,0,6.94,21.875,10
1047395,Couhaib Driouech,MID,2425,Ered,Netherlands,2,1,3,0,0,6.87,15.25,5
997035,Alejandro Balde,DEF,2425,LaLiga,Spain,0,4,18,4,0,6.93,23.892,20
1142238,Álex Valle,DEF,2425,SerieA,Italy,0,0,26,1,0,6.81,21.875,9
555386,Ollie Watkins,FWD,2425,PL,England,16,8,10,4,0,6.94,29.464,16
136710,Mateo Kovačić,MID,2425,PL,England,6,2,69,4,0,7.3,29.464,6
1091116,Arda Güler,MID,2425,LaLiga,Spain,3,4,30,1,0,7.24,23.892,0
331209,Bernardo Silva,MID,2425,PL,England,4,4,56,9,0,7.23,29.464,4
976037,Jakub Kiwior,DEF,2425,PL,England,1,0,22,3,0,6.88,29.464,17
825956,Christoph Baumgartner,MID,2425,Bund,Germany,2,1,44,0,0,6.75,18.421,15
808590,Leon Bailey,MID,2425,PL,England,1,2,7,0,0,6.75,29.464,9
1494826,Conrad Harder,FWD,2425,Portugal,Portugal,5,5,7,1,0,6.99,16.25,5
141203,Kevin Wimmer,DEF,2425,Slovakia,Slovakia,0,2,13,1,0,6.98,4.625,8
98435,Ross Barkley,MID,2425,PL,England,3,1,14,1,0,6.84,29.464,6
856076,David Raum,DEF,2425,Bund,Germany,1,5,38,6,0,7.2,18.421,5
1136110,Esmir Bajraktarević,FWD,2425,Ered,Netherlands,0,0,0,0,0,6.65,15.25,0
1130647,Jonas Urbig,GK,2425,Bund,Germany,0,0,0,2,17,6.7,18.421,7
994556,Carney Chukwuemeka,MID,2425,Bund,Germany,1,0,7,0,0,6.86,18.421,1
303638,Tyrone Mings,DEF,2425,PL,England,0,0,7,3,0,7.01,29.464,1
1194333,Abdukodir Khusanov,DEF,2425,PL,England,0,0,5,2,0,6.75,29.464,0
1402908,Héctor Fort,DEF,2425,LaLiga,Spain,0,0,13,0,0,6.72,23.892,1
799046,Waldemar Anton,DEF,2425,Bund,Germany,2,2,34,5,0,7.22,18.421,8
1008402,Conor Bradley,DEF,2425,PL,England,0,2,14,0,0,6.81,29.464,6
1395881,Joaquin Seys,DEF,2425,Belgium,Belgium,2,0,67,0,0,6.94,15.65,15
989113,Rodrigo Riquelme,MID,2425,LaLiga,Spain,0,1,11,1,0,6.71,23.892,1
826204,Boubacar Kamara,MID,2425,PL,England,1,0,50,6,0,6.83,29.464,5
929199,Carlos Augusto,DEF,2425,SerieA,Italy,3,2,29,6,0,7,21.875,17
1218066,Anis Hadj Moussa,MID,2425,Ered,Netherlands,8,3,29,5,0,7.11,15.25,18
1149144,Matías Fernández-Pardo,MID,2425,L1,France,4,2,12,0,0,6.86,17.928,5
1120701,Isaac Babadi,MID,2425,Ered,Netherlands,1,0,5,1,0,7.17,15.25,3
860160,Gijs Smal,DEF,2425,Ered,Netherlands,0,2,15,4,0,6.84,15.25,13
1174937,Endrick,FWD,2425,LaLiga,Spain,1,0,1,0,0,6.63,23.892,4
976421,Castello Lukeba,DEF,2425,Bund,Germany,0,0,31,5,0,7,18.421,1
1187275,Joel Ordóñez,DEF,2425,Belgium,Belgium,1,1,27,8,0,6.92,15.65,14
318941,Rúben Dias,DEF,2425,PL,England,0,0,17,11,0,7.15,29.464,5
861979,Daniel Bragança,MID,2425,Portugal,Portugal,3,4,26,3,0,7.21,16.25,12
1048009,El Chadaille Bitshiabu,DEF,2425,Bund,Germany,0,0,27,3,0,6.95,18.421,0
1100817,Pedro Henrique,DEF,2425,Ukraine,Ukraine,0,0,0,0,0,6.99,3.6,6
794839,Gabriel Jesus,FWD,2425,PL,England,3,0,10,1,0,6.88,29.464,5
1156645,Raúl Asencio,DEF,2425,LaLiga,Spain,0,1,22,6,0,6.98,23.892,7
835600,Davide Frattesi,MID,2425,SerieA,Italy,5,1,17,2,0,6.83,21.875,13
878081,Ermedin Demirović,FWD,2425,Bund,Germany,15,1,12,2,0,6.9,18.421,4
980628,Maximilian Beier,FWD,2425,Bund,Germany,8,5,25,2,0,6.92,18.421,8
845798,Guus Til,MID,2425,Ered,Netherlands,10,11,26,2,0,7.22,15.25,9
1167818,Iván Fresneda,DEF,2425,Portugal,Portugal,3,0,26,2,0,6.85,16.25,1
1108441,Lucas Beraldo,DEF,2425,L1,France,1,0,38,2,0,7.07,17.928,0
844234,Jerdy Schouten,MID,2425,Ered,Netherlands,1,2,15,1,0,7.05,15.25,8
846036,Ben White,DEF,2425,PL,England,0,2,20,5,0,6.96,29.464,5
851271,Fran García,DEF,2425,LaLiga,Spain,0,2,51,7,0,7.03,23.892,2
787751,Robin Le Normand,DEF,2425,LaLiga,Spain,1,0,27,12,0,6.9,23.892,0
1129862,Raphael Onyedika,MID,2425,Belgium,Belgium,1,1,51,8,0,6.89,15.65,17
547862,Kaan Kairinen,MID,2425,Czech,Czechia,0,3,42,4,0,6.97,10.55,13
186795,Andreas Christensen,DEF,2425,LaLiga,Spain,0,0,6,0,0,6.84,23.892,0
1089388,Lamare Bogarde,DEF,2425,PL,England,0,0,14,0,0,6.59,29.464,2
37096,Péter Gulácsi,GK,2425,Bund,Germany,0,0,1,14,100,7.26,18.421,6
8959,Manuel Neuer,GK,2425,Bund,Germany,0,0,1,13,32,6.97,18.421,11
792073,Ferland Mendy,DEF,2425,LaLiga,Spain,0,1,17,3,0,6.82,23.892,9
1121923,Antonio Nusa,MID,2425,Bund,Germany,3,3,30,3,0,6.84,18.421,3
319857,Benjamin Henrichs,DEF,2425,Bund,Germany,0,2,32,1,0,6.88,18.421,3
942479,Michał Skóraś,MID,2425,Belgium,Belgium,0,0,22,0,0,6.75,15.65,0
1149127,Arthur Vermeeren,MID,2425,Bund,Germany,0,2,32,0,0,6.65,18.421,2
1103693,Gavi,MID,2425,LaLiga,Spain,1,1,30,3,0,6.92,23.892,3
962898,Leonidas Stergiou,DEF,2425,Bund,Germany,1,2,24,1,0,6.93,18.421,0
909318,Mohamed Bayo,FWD,2425,L1,France,2,1,1,0,0,6.64,17.928,0
1105833,Marlon Gomes,MID,2425,Ukraine,Ukraine,3,3,0,0,0,7,3.6,8
927366,Matěj Kovář,GK,2425,Bund,Germany,0,0,0,3,12,7,18.421,14
572286,Gustaf Nilsson,FWD,2425,Belgium,Belgium,9,5,19,3,0,7.07,15.65,5
319853,Lukas Klostermann,DEF,2425,Bund,Germany,1,0,27,8,0,6.91,18.421,0
927799,Alen Mustafić,MID,2425,Slovakia,Slovakia,0,2,18,1,0,6.89,4.625,0
825838,Armando Obispo,DEF,2425,Ered,Netherlands,1,0,2,0,0,6.75,15.25,1
1390545,Eguinaldo,FWD,2425,Ukraine,Ukraine,6,1,0,0,0,6.97,3.6,5
797279,Bart Nieuwkoop,DEF,2425,Ered,Netherlands,0,1,14,0,0,6.79,15.25,6
352370,Lucas Hernández,DEF,2425,L1,France,0,0,24,2,0,6.83,17.928,0
796279,Jordan Lotomba,DEF,2425,L1,France,0,0,0,0,0,6.25,17.928,1
1397170,Nino Marcelli,MID,2425,Slovakia,Slovakia,3,4,17,0,0,6.93,4.625,6
1394342,Ousmane Diomande,DEF,2425,Portugal,Portugal,2,0,36,9,0,7.06,16.25,11
985823,Ayase Ueda,FWD,2425,Ered,Netherlands,7,1,4,0,0,6.89,15.25,8
831799,Nahuel Molina,DEF,2425,LaLiga,Spain,0,3,44,5,0,6.83,23.892,9
1099117,Samson Baidoo,DEF,2425,AutBund,Austria,0,0,63,10,0,7.21,9.65,5
1402913,Pau Cubarsí,DEF,2425,LaLiga,Spain,0,3,34,5,0,6.95,23.892,13
856739,Lutsharel Geertruida,DEF,2425,Bund,Germany,1,0,35,6,0,6.75,18.421,2
904859,Dmytro Kryskiv,MID,2425,Ukraine,Ukraine,1,1,0,0,0,6.94,3.6,5
1108094,Adamo Nagalo,DEF,2425,Ered,Netherlands,0,0,5,0,0,7,15.25,1
783126,Emiliano Buendía,MID,2425,PL,England,0,0,6,0,0,6.58,29.464,1
1142588,Pablo Barrios,MID,2425,LaLiga,Spain,1,4,46,6,0,6.91,23.892,4
911719,Lassina Traoré,FWD,2425,Ukraine,Ukraine,4,1,0,0,0,6.68,3.6,0
230932,Kenan Bajrić,DEF,2425,Slovakia,Slovakia,2,1,52,3,0,7.04,4.625,6
873106,Hiroki Itō,DEF,2425,Bund,Germany,1,0,2,0,0,7,18.421,0
143040,Wataru Endo,MID,2425,PL,England,0,0,12,0,0,6.68,29.464,1
873554,Omar Marmoush,FWD,2425,PL,England,7,0,13,3,0,7.33,29.464,0
1564180,Ayyoub Bouaddi,MID,2425,L1,France,0,1,50,1,0,6.78,17.928,7
983041,Hugo Siquet,DEF,2425,Belgium,Belgium,2,1,23,0,0,6.84,15.65,1
190159,André Silva,FWD,2425,Bund,Germany,2,2,3,0,0,6.75,18.421,0
1142703,Nico O'Reilly,DEF,2425,PL,England,2,0,9,2,0,6.99,29.464,0
1047509,Bjorn Meijer,DEF,2425,Belgium,Belgium,0,2,8,0,0,6.93,15.65,0
1479467,Aymen Sliti,MID,2425,Ered,Netherlands,1,0,1,0,0,6.83,15.25,0
1433802,Gjivai Zechiël,MID,2425,Ered,Netherlands,2,3,31,1,0,6.97,15.25,0
958923,Artem Bondarenko,MID,2425,Ukraine,Ukraine,11,8,0,0,0,7.46,3.6,3
1116577,Santiago Castro,FWD,2425,SerieA,Italy,8,4,18,2,0,6.91,21.875,0
1002813,Yan Couto,DEF,2425,Bund,Germany,0,0,24,1,0,6.67,18.421,1
1069336,Romeo Vermant,FWD,2425,Belgium,Belgium,9,3,18,0,0,7.1,15.65,0
1009833,Krystof Daněk,MID,2425,AutBund,Austria,1,3,17,2,0,6.94,9.65,0
877236,Hugo Vetlesen,MID,2425,Belgium,Belgium,2,3,22,3,0,6.9,15.65,3
1152923,Kosta Nedeljković,DEF,2425,PL,England,0,0,7,0,0,6.54,29.464,0
1087830,Artur Gajdoš,MID,2425,Slovakia,Slovakia,2,5,27,1,0,7,4.625,0
838232,Eljif Elmas,MID,2425,Bund,Germany,0,0,3,0,0,6.65,18.421,0
841793,César Blackman,DEF,2425,Slovakia,Slovakia,1,4,42,3,0,6.97,4.625,6
26768,Sven Ulreich,GK,2425,Bund,Germany,0,0,0,1,0,6.8,18.421,0
1979970,Ameen Al-Dakhil,DEF,2425,Bund,Germany,0,0,6,0,0,6.91,18.421,0
1403348,Jacobo Ramón,DEF,2425,LaLiga,Spain,1,0,7,1,0,6.93,23.892,0
309078,Alexander Sørloth,FWD,2425,LaLiga,Spain,20,2,9,1,0,7.01,23.892,0
876214,Eric García,DEF,2425,LaLiga,Spain,2,3,38,6,0,6.99,23.892,14
1418623,Assan Ouédraogo,MID,2425,Bund,Germany,0,0,0,0,0,6.23,18.421,0
1011994,Alaa Ghram,DEF,2425,Ukraine,Ukraine,0,0,0,0,0,6.35,3.6,1
1513466,Ousmane Touré,DEF,2425,L1,France,0,0,0,0,0,6.5,17.928,0
1101258,Kyriani Sabbe,DEF,2425,Belgium,Belgium,1,1,39,2,0,6.89,15.65,9
1142248,Arijon Ibrahimović,MID,2425,Bund,Germany,0,0,0,0,0,0,18.421,0
1939210,Younes Lachaab,MID,2425,L1,France,0,0,1,0,0,6.8,17.928,0
1130647,Jonas Urbig,GK,2526,Bund,Germany,0,0,0,5,32,7.19,21.785,5
1212550,Ruben van Bommel,MID,2526,Ered,Netherlands,3,0,10,0,0,7.28,9.979,6
263651,Juan Musso,GK,2526,LaLiga,Spain,0,0,0,3,22,6.86,22.093,13
1402912,Lamine Yamal,MID,2526,LaLiga,Spain,16,11,35,6,0,7.93,22.093,47
826643,Kylian Mbappé,FWD,2526,LaLiga,Spain,25,5,4,8,0,7.56,22.093,63
108579,Harry Kane,FWD,2526,Bund,Germany,36,5,19,4,0,7.84,21.785,63
792624,Nikita Haikin,GK,2526,Elite,Norway,0,0,1,13,62,6.9,8.05,26
889259,Khvicha Kvaratskhelia,MID,2526,L1,France,8,4,24,2,0,7.18,18.321,76
907172,Jakub Markovič,GK,2526,Czech,Czechia,0,0,0,7,26,7.2,11.025,7
838805,Jens Petter Hauge,MID,2526,Elite,Norway,8,4,32,4,0,7.66,8.05,44
978838,Michael Olise,MID,2526,Bund,Germany,15,19,24,8,0,7.87,21.785,48
1414933,Marc Guiu,FWD,2526,PL,England,0,1,0,0,0,6.28,28.68,4
902029,Vitinha,MID,2526,L1,France,1,7,24,10,0,7.58,18.321,46
118085,Hans Vanaken,MID,2526,Belgium,Belgium,7,3,38,10,0,7.45,11.4,25
356160,Vanja Milinković-Savić,GK,2526,SerieA,Italy,0,1,0,11,56,6.83,19.0,16
944656,Julián Alvarez,FWD,2526,LaLiga,Spain,8,4,21,1,0,6.96,22.093,56
869856,Dominik Szoboszlai,MID,2526,PL,England,6,7,56,8,0,7.18,28.68,48
135700,Hakan Çalhanoğlu,MID,2526,SerieA,Italy,9,4,34,5,0,7.5,19.0,14
914902,Anthony Gordon,MID,2526,PL,England,6,2,19,2,0,7.05,28.68,59
942116,Mason Greenwood,MID,2526,L1,France,16,7,15,3,0,7.37,18.321,21
1154605,Désiré Doué,MID,2526,L1,France,7,4,32,2,0,7.13,18.321,43
979128,Rayan Cherki,MID,2526,PL,England,4,12,26,3,0,7.21,28.68,16
822471,Victor Osimhen,FWD,2526,SuperLig,Turkey,15,5,14,5,0,7.06,11.075,33
940871,Nico Schlotterbeck,DEF,2526,Bund,Germany,5,1,50,11,0,7.67,21.785,9
883537,Luis Díaz,MID,2526,Bund,Germany,15,14,21,4,0,7.26,21.785,48
151545,Virgil van Dijk,DEF,2526,PL,England,6,0,22,10,0,7.26,28.68,43
934386,Jérémy Doku,MID,2526,PL,England,5,5,23,2,0,7.39,28.68,17
964994,Joško Gvardiol,DEF,2526,PL,England,2,2,18,5,0,6.99,28.68,9
259117,Joshua Kimmich,MID,2526,Bund,Germany,2,8,32,8,0,7.71,21.785,13
754330,Uğurcan Çakır,GK,2526,SuperLig,Turkey,0,0,0,11,76,7.12,11.075,28
856714,Declan Rice,MID,2526,PL,England,4,5,70,13,0,7.46,28.68,22
332155,Amir Rrahmani,DEF,2526,SerieA,Italy,2,1,22,9,0,7.23,19.0,9
826188,Alessandro Bastoni,DEF,2526,SerieA,Italy,1,4,51,8,0,7.27,19.0,22
581310,David Raya,GK,2526,PL,England,0,0,1,19,60,6.9,28.68,48
836705,Kai Havertz,FWD,2526,PL,England,2,3,8,0,0,6.73,28.68,19
177177,Alejandro Grimaldo,DEF,2526,Bund,Germany,8,8,49,5,0,7.31,21.785,61
1069486,Carlos Forbs,MID,2526,Belgium,Belgium,8,8,40,2,0,7.17,11.4,23
1069560,Antonio Vergara,FWD,2526,SerieA,Italy,1,2,12,0,0,6.85,19.0,7
70988,Thibaut Courtois,GK,2526,LaLiga,Spain,0,0,1,13,70,6.95,22.093,39
1047395,Couhaib Driouech,MID,2526,Ered,Netherlands,4,6,20,1,0,6.75,9.979,22
284361,Federico Dimarco,DEF,2526,SerieA,Italy,7,17,50,11,0,7.43,19.0,20
868812,Vinícius Júnior,MID,2526,LaLiga,Spain,16,5,29,4,0,7.5,22.093,43
839956,Erling Haaland,FWD,2526,PL,England,27,8,15,9,0,7.31,28.68,32
818244,Ousmane Dembélé,FWD,2526,L1,France,10,7,6,0,0,7.42,18.321,39
831005,Raphinha,MID,2526,LaLiga,Spain,13,3,15,3,0,7.51,22.093,24
355174,Patrick Berg,MID,2526,Elite,Norway,5,12,71,10,0,7.91,8.05,13
904827,Benoît Badiashile,DEF,2526,PL,England,0,0,7,0,0,6.66,28.68,5
1861975,Lennart Karl,MID,2526,Bund,Germany,5,5,25,1,0,6.83,21.785,29
991011,Jude Bellingham,MID,2526,LaLiga,Spain,6,4,51,7,0,7.26,22.093,20
1142251,Aleksandar Pavlović,MID,2526,Bund,Germany,3,1,26,1,0,7.18,21.785,17
907463,Felix Nmecha,MID,2526,Bund,Germany,2,3,37,6,0,6.94,21.785,19
910536,Rodrygo,MID,2526,LaLiga,Spain,1,3,13,1,0,6.92,22.093,8
814590,Marcus Rashford,MID,2526,LaLiga,Spain,8,7,8,0,0,6.84,22.093,35
1001196,Gonçalo Inácio,DEF,2526,Portugal,Portugal,2,3,45,12,0,7.55,20.5,21
831808,Federico Valverde,MID,2526,LaLiga,Spain,5,8,41,10,0,7.29,22.093,37
829932,Cristian Romero,DEF,2526,PL,England,4,1,58,4,0,7.11,28.68,31
592794,Alex Meret,GK,2526,SerieA,Italy,0,1,0,3,21,6.72,19.0,0
1019322,Florian Wirtz,MID,2526,PL,England,5,3,34,2,0,6.85,28.68,18
1190933,João Neves,MID,2526,L1,France,5,1,27,2,0,7.11,18.321,32
1176744,Dean Huijsen,DEF,2526,LaLiga,Spain,2,2,31,7,0,7.28,22.093,17
846122,Lukáš Provod,MID,2526,Czech,Czechia,7,10,27,6,0,7.37,11.025,12
128383,Gerónimo Rulli,GK,2526,L1,France,0,0,2,8,76,7.08,18.321,16
1180769,Daniel Bassi,MID,2526,Elite,Norway,1,2,3,0,0,6.98,8.05,6
850816,Joey Veerman,MID,2526,Ered,Netherlands,8,14,58,3,0,7.89,9.979,8
1085381,Nicolas Jackson,FWD,2526,Bund,Germany,8,1,8,1,0,6.75,21.785,18
992587,Pedri,MID,2526,LaLiga,Spain,2,9,50,4,0,7.56,22.093,10
1104897,Jorne Spileers,DEF,2526,Belgium,Belgium,0,1,21,3,0,6.83,11.4,0
16206,Yann Sommer,GK,2526,SerieA,Italy,0,0,0,15,65,6.92,19.0,25
70996,Kevin De Bruyne,MID,2526,SerieA,Italy,5,2,12,2,0,7.01,19.0,7
930267,Joan García,GK,2526,LaLiga,Spain,0,0,6,15,74,7.34,22.093,7
823984,Lautaro Martínez,FWD,2526,SerieA,Italy,17,6,24,0,0,7.09,19.0,19
859025,Aurélien Tchouaméni,MID,2526,LaLiga,Spain,1,0,68,8,0,7.23,22.093,19
859765,Phil Foden,MID,2526,PL,England,7,5,34,7,0,7.01,28.68,14
155995,Marquinhos,DEF,2526,L1,France,0,0,15,6,0,7.27,18.321,33
824509,Gianluigi Donnarumma,GK,2526,PL,England,0,0,0,15,78,7.02,28.68,19
1153957,Aleksandar Stanković,MID,2526,Belgium,Belgium,6,2,39,7,0,7.09,11.4,21
922573,Gabriel Martinelli,MID,2526,PL,England,1,4,12,0,0,6.63,28.68,38
827606,Rodri,MID,2526,PL,England,1,0,41,3,0,7.43,28.68,2
143040,Wataru Endo,MID,2526,PL,England,0,1,7,0,0,6.7,28.68,0
989768,Nuno Mendes,DEF,2526,L1,France,4,5,25,5,0,7.24,18.321,35
1091116,Arda Güler,MID,2526,LaLiga,Spain,4,9,46,2,0,7.17,22.093,27
1153270,Fermín López,MID,2526,LaLiga,Spain,6,9,48,1,0,7.06,22.093,49
980418,Sacha Boey,DEF,2526,Bund,Germany,0,0,6,1,0,6.5,21.785,9
280601,Jindřich Staněk,GK,2526,Czech,Czechia,0,0,1,6,41,6.86,11.025,15
966547,Noni Madueke,MID,2526,PL,England,3,1,21,0,0,6.85,28.68,18
879346,Scott McTominay,MID,2526,SerieA,Italy,10,3,28,13,0,7.04,19.0,25
8959,Manuel Neuer,GK,2526,Bund,Germany,0,0,0,6,31,6.89,21.785,20
547410,Martin Ødegaard,MID,2526,PL,England,1,6,19,3,0,6.99,28.68,6
904897,Ryan Gravenberch,MID,2526,PL,England,5,3,59,9,0,7.04,28.68,19
