sofa_id,name,pos,season,league,country,dom_g,dom_a,dom_tk,dom_cs,dom_sv,dom_rt,league_strength,target_ucl_fantasy_pts
831808,Federico Valverde,MID,2122,LaLiga,Spain,0,1,36,4,0,6.93,16.571,10
149663,Nathan Aké,DEF,2122,PL,England,2,0,16,5,0,7.08,23.0,11
234148,N'Golo Kanté,MID,2122,PL,England,2,4,59,6,0,7.12,23.0,7
8959,Manuel Neuer,GK,2122,Bund,Germany,0,0,2,10,63,6.93,17.125,23
45853,İlkay Gündoğan,MID,2122,PL,England,8,4,23,10,0,7.33,23.0,10
940054,Karim Adeyemi,FWD,2122,AutBund,Austria,19,5,13,1,0,7.14,4.9,16
869856,Dominik Szoboszlai,MID,2122,Bund,Germany,6,8,17,2,0,7.08,17.125,10
954056,Nico González,MID,2122,LaLiga,Spain,2,1,31,1,0,6.74,16.571,3
97001,João Mário,FWD,2122,Portugal,Portugal,3,3,38,2,0,7.14,12.5,11
69768,Jan Oblak,GK,2122,LaLiga,Spain,0,0,0,12,66,6.68,16.571,20
143334,Victor Lindelöf,DEF,2122,PL,England,0,2,16,5,0,6.76,23.0,5
353138,Marcos Llorente,MID,2122,LaLiga,Spain,0,2,51,5,0,6.89,16.571,8
795222,Frenkie de Jong,MID,2122,LaLiga,Spain,3,3,35,4,0,7.08,16.571,7
284361,Federico Dimarco,DEF,2122,SerieA,Italy,2,2,28,3,0,7.11,22.357,2
935564,Jonathan David,FWD,2122,L1,France,15,0,24,4,0,6.9,12.583,14
904897,Ryan Gravenberch,MID,2122,Ered,Netherlands,2,5,47,9,0,7.17,13.5,9
874030,Pedrinho,MID,2122,Ukraine,Ukraine,3,1,0,0,0,0,5.7,2
152077,John Stones,DEF,2122,PL,England,1,0,5,8,0,7.16,23.0,13
1010231,Jamal Musiala,MID,2122,Bund,Germany,5,5,40,2,0,6.91,17.125,9
318941,Rúben Dias,DEF,2122,PL,England,2,4,26,12,0,7.1,23.0,10
792073,Ferland Mendy,DEF,2122,LaLiga,Spain,2,1,24,5,0,7,16.571,21
945122,Matheus Nunes,DEF,2122,Portugal,Portugal,3,2,42,6,0,6.95,12.5,10
177177,Alejandro Grimaldo,DEF,2122,Portugal,Portugal,5,5,50,6,0,7.33,12.5,27
190159,André Silva,FWD,2122,Bund,Germany,11,3,13,2,0,6.74,17.125,15
992587,Pedri,MID,2122,LaLiga,Spain,3,1,20,2,0,7.23,16.571,1
128383,Gerónimo Rulli,GK,2122,LaLiga,Spain,0,0,0,14,75,6.98,16.571,25
879346,Scott McTominay,MID,2122,PL,England,1,1,65,6,0,6.91,23.0,2
383560,Manuel Akanji,DEF,2122,Bund,Germany,1,0,33,3,0,6.96,17.125,6
848355,Angeliño,DEF,2122,Bund,Germany,2,5,28,5,0,7.12,17.125,13
78893,Romelu Lukaku,FWD,2122,PL,England,8,0,2,6,0,6.97,23.0,8
361004,Marco Asensio,MID,2122,LaLiga,Spain,10,0,12,2,0,7.07,16.571,12
798835,Giovani Lo Celso,MID,2122,PL,England,0,0,8,0,0,6.72,23.0,6
325355,José María Giménez,DEF,2122,LaLiga,Spain,1,1,18,9,0,7.04,16.571,9
836705,Kai Havertz,FWD,2122,PL,England,8,3,17,4,0,6.83,23.0,13
826134,Trevoh Chalobah,DEF,2122,PL,England,3,1,40,9,0,7.23,23.0,10
908716,Miguel Gutiérrez,DEF,2122,LaLiga,Spain,0,1,7,0,0,7.2,16.571,0
863653,Aaron Wan-Bissaka,DEF,2122,PL,England,0,0,49,3,0,6.91,23.0,8
190839,Luke Shaw,DEF,2122,PL,England,0,3,21,3,0,6.88,23.0,7
825899,Anel Ahmedhodžić,DEF,2122,L1,France,0,1,38,1,0,6.79,12.583,0
973887,Eduardo Camavinga,MID,2122,LaLiga,Spain,2,1,52,2,0,6.98,16.571,7
789071,Dani Olmo,MID,2122,Bund,Germany,3,3,14,0,0,6.95,17.125,3
927407,Josip Stanišić,DEF,2122,Bund,Germany,1,0,21,1,0,6.79,17.125,3
355492,Konrad Laimer,DEF,2122,Bund,Germany,4,4,38,0,0,6.84,17.125,7
958923,Artem Bondarenko,MID,2122,Ukraine,Ukraine,1,1,0,0,0,0,5.7,0
989768,Nuno Mendes,DEF,2122,L1,France,0,1,48,4,0,6.73,12.583,13
826188,Alessandro Bastoni,DEF,2122,SerieA,Italy,1,3,44,8,0,7.1,22.357,14
850993,David Neres,MID,2122,Ered,Netherlands,3,2,10,2,0,7.09,13.5,5
818244,Ousmane Dembélé,FWD,2122,LaLiga,Spain,1,13,24,2,0,7.53,16.571,0
248331,Brandon Mechele,DEF,2122,Belgium,Belgium,0,0,65,14,0,7.15,14.2,1
100389,Marten de Roon,MID,2122,SerieA,Italy,3,0,69,4,0,6.95,22.357,6
803031,Matthijs de Ligt,DEF,2122,SerieA,Italy,3,1,34,11,0,7.07,22.357,10
51665,Benjamin André,MID,2122,L1,France,2,1,121,4,0,7,12.583,8
861979,Daniel Bragança,MID,2122,Portugal,Portugal,2,1,25,2,0,6.91,12.5,3
835485,Brahim Díaz,MID,2122,SerieA,Italy,3,3,23,2,0,6.63,22.357,9
851284,Rafael Leão,MID,2122,SerieA,Italy,11,8,17,7,0,7.19,22.357,10
856553,Ridle Baku,MID,2122,Bund,Germany,3,5,62,6,0,6.85,17.125,8
955245,Harvey Elliott,MID,2122,PL,England,0,0,3,1,0,6.88,23.0,0
39573,Mert Günok,GK,2122,SuperLig,Turkey,0,0,1,0,11,6.2,11.8,1
51225,Domagoj Vida,DEF,2122,SuperLig,Turkey,1,0,19,7,0,6.95,11.8,1
847128,Marc Roca,MID,2122,Bund,Germany,0,0,9,0,0,6.72,17.125,1
925097,Ronald Araújo,DEF,2122,LaLiga,Spain,4,0,41,6,0,7.07,16.571,3
556866,Gregor Kobel,GK,2122,Bund,Germany,0,0,0,7,74,6.82,17.125,12
10406,Simon Mignolet,GK,2122,Belgium,Belgium,0,0,1,16,95,6.95,14.2,9
923973,Amadou Onana,MID,2122,L1,France,1,0,48,2,0,6.85,12.583,3
84539,Koke,MID,2122,LaLiga,Spain,1,2,55,8,0,6.83,16.571,7
50490,Wojciech Szczęsny,GK,2122,SerieA,Italy,0,0,1,12,78,6.95,22.357,16
318927,Joe Gomez,DEF,2122,PL,England,0,1,10,2,0,6.94,23.0,1
136924,Willi Orbán,DEF,2122,Bund,Germany,2,1,32,8,0,7.16,17.125,3
1003007,Tanguy Nianzou,DEF,2122,Bund,Germany,1,1,11,2,0,6.81,17.125,1
906021,Sergiño Dest,DEF,2122,LaLiga,Spain,0,3,32,2,0,6.85,16.571,7
263651,Juan Musso,GK,2122,SerieA,Italy,0,0,1,8,81,6.76,22.357,11
814590,Marcus Rashford,MID,2122,PL,England,4,2,6,1,0,6.56,23.0,7
986397,Benjamin Šeško,FWD,2122,AutBund,Austria,5,1,5,0,0,6.62,4.9,0
319857,Benjamin Henrichs,DEF,2122,Bund,Germany,3,3,30,2,0,6.89,17.125,0
843115,Diogo Costa,GK,2122,Portugal,Portugal,0,0,0,14,48,6.85,12.5,14
353130,Mario Hermoso,DEF,2122,LaLiga,Spain,2,1,30,5,0,6.82,16.571,3
904835,Fábio Vieira,MID,2122,Portugal,Portugal,6,14,19,1,0,7.45,12.5,3
759520,Denzel Dumfries,DEF,2122,SerieA,Italy,5,4,32,8,0,6.84,22.357,8
855833,Ferran Torres,FWD,2122,PL,England,2,1,2,1,0,7.23,23.0,0
911719,Lassina Traoré,FWD,2122,Ukraine,Ukraine,6,0,0,0,0,0,5.7,0
964994,Joško Gvardiol,DEF,2122,Bund,Germany,2,2,47,7,0,7.1,17.125,1
814594,Achraf Hakimi,DEF,2122,L1,France,4,6,75,4,0,6.93,12.583,13
1001196,Gonçalo Inácio,DEF,2122,Portugal,Portugal,4,2,38,14,0,7.15,12.5,12
137682,Oleksandr Karavaiev,DEF,2122,Ukraine,Ukraine,0,1,0,0,0,0,5.7,0
876214,Eric García,DEF,2122,LaLiga,Spain,0,0,27,5,0,6.87,16.571,5
319129,Luka Jović,FWD,2122,LaLiga,Spain,1,3,1,0,0,6.72,16.571,0
39070,Olivier Giroud,FWD,2122,SerieA,Italy,11,3,15,3,0,7.08,22.357,0
319853,Lukas Klostermann,DEF,2122,Bund,Germany,0,1,29,7,0,6.89,17.125,2
352882,Nuno Santos,MID,2122,Portugal,Portugal,6,7,34,7,0,7.23,12.5,5
873189,Juan Foyth,DEF,2122,LaLiga,Spain,1,1,69,4,0,7,16.571,12
254491,Ederson,GK,2122,PL,England,0,0,2,20,60,6.9,23.0,17
987818,Maurits Kjaergaard,MID,2122,AutBund,Austria,2,2,13,2,0,6.87,4.9,5
835601,Moise Kean,FWD,2122,PL,England,0,0,0,0,0,0,23.0,5
547838,Dani Ceballos,MID,2122,LaLiga,Spain,0,0,7,1,0,6.77,16.571,1
982778,Devyne Rensch,DEF,2122,Ered,Netherlands,1,1,23,2,0,6.8,13.5,0
983540,Tiago Tomás,FWD,2122,Bund,Germany,4,0,8,0,0,6.74,17.125,1
902029,Vitinha,MID,2122,Portugal,Portugal,2,3,49,6,0,7.47,12.5,1
232422,Kepa Arrizabalaga,GK,2122,PL,England,0,0,0,2,11,7.28,23.0,1
882664,Pepê,MID,2122,Portugal,Portugal,4,3,25,6,0,6.88,12.5,0
989186,Ignace Van der Brempt,DEF,2122,AutBund,Austria,0,1,9,2,0,6.83,4.9,3
133908,Marcel Sabitzer,MID,2122,Bund,Germany,1,1,20,0,0,6.74,17.125,0
987510,Zaidu Sanusi,DEF,2122,Portugal,Portugal,3,0,31,9,0,6.91,12.5,4
1103693,Gavi,MID,2122,LaLiga,Spain,2,5,38,3,0,6.85,16.571,4
997035,Alejandro Balde,DEF,2122,LaLiga,Spain,0,0,2,0,0,6.53,16.571,0
907463,Felix Nmecha,MID,2122,Bund,Germany,0,0,3,0,0,6.54,17.125,0
138156,Emre Can,DEF,2122,Bund,Germany,5,1,36,4,0,7,17.125,0
886363,Matheus Cunha,MID,2122,Bund,Germany,0,1,0,0,0,6.7,17.125,0
846425,Manuel Ugarte,MID,2122,Portugal,Portugal,0,2,45,0,0,6.86,12.5,3
37096,Péter Gulácsi,GK,2122,Bund,Germany,0,0,0,9,79,6.84,17.125,3
930666,João Virgínia,GK,2122,Portugal,Portugal,0,0,0,0,1,6.7,12.5,1
1004449,Cisse Sandra,MID,2122,Belgium,Belgium,1,0,3,0,0,6.67,14.2,0
556866,Gregor Kobel,GK,2223,Bund,Germany,0,0,0,11,88,7.07,17.125,13
259117,Joshua Kimmich,MID,2223,Bund,Germany,5,6,78,8,0,7.73,17.125,26
352370,Lucas Hernández,DEF,2223,Bund,Germany,0,0,6,1,0,6.87,17.125,11
70996,Kevin De Bruyne,MID,2223,PL,England,7,16,28,3,0,7.78,23.0,32
8959,Manuel Neuer,GK,2223,Bund,Germany,0,0,0,4,33,7.11,17.125,15
826643,Kylian Mbappé,FWD,2223,L1,France,29,5,10,8,0,7.42,12.583,37
843115,Diogo Costa,GK,2223,Portugal,Portugal,0,0,0,16,63,6.95,12.5,29
293519,Leroy Sané,MID,2223,Bund,Germany,8,7,38,2,0,6.87,17.125,26
786259,Kostas Tsimikas,DEF,2223,PL,England,0,4,14,1,0,6.81,23.0,15
10406,Simon Mignolet,GK,2223,Belgium,Belgium,0,0,0,14,101,6.85,14.2,31
153257,Giovanni Di Lorenzo,DEF,2223,SerieA,Italy,3,4,60,17,0,7.17,22.357,36
839956,Erling Haaland,FWD,2223,PL,England,36,8,3,6,0,7.36,23.0,51
318941,Rúben Dias,DEF,2223,PL,England,0,0,21,7,0,6.98,23.0,42
138605,Piotr Zieliński,MID,2223,SerieA,Italy,3,8,17,1,0,7.14,22.357,29
827606,Rodri,MID,2223,PL,England,2,6,67,5,0,7.32,23.0,23
38710,Ivan Perišić,MID,2223,PL,England,1,8,41,2,0,6.92,23.0,16
831808,Federico Valverde,MID,2223,LaLiga,Spain,7,4,31,6,0,7.25,16.571,30
822471,Victor Osimhen,FWD,2223,SerieA,Italy,26,4,10,5,0,7.2,22.357,21
818244,Ousmane Dembélé,FWD,2223,LaLiga,Spain,5,7,19,3,0,7.18,16.571,13
70988,Thibaut Courtois,GK,2223,LaLiga,Spain,0,0,1,10,90,7.13,16.571,34
26768,Sven Ulreich,GK,2223,Bund,Germany,0,0,1,2,6,6.9,17.125,10
177177,Alejandro Grimaldo,DEF,2223,Portugal,Portugal,5,9,74,16,0,7.52,12.5,40
254491,Ederson,GK,2223,PL,England,0,1,3,11,46,6.72,23.0,37
16206,Yann Sommer,GK,2223,Bund,Germany,0,0,1,8,77,6.9,17.125,12
149663,Nathan Aké,DEF,2223,PL,England,1,0,26,6,0,7,23.0,20
910536,Rodrygo,MID,2223,LaLiga,Spain,9,8,17,4,0,7.1,16.571,33
826188,Alessandro Bastoni,DEF,2223,SerieA,Italy,0,2,41,6,0,6.99,22.357,35
189061,Jack Grealish,MID,2223,PL,England,5,7,25,6,0,7.34,23.0,9
97001,João Mário,FWD,2223,Portugal,Portugal,17,7,45,9,0,7.35,12.5,34
991011,Jude Bellingham,MID,2223,Bund,Germany,8,4,76,10,0,7.4,17.125,31
795064,Trent Alexander-Arnold,DEF,2223,PL,England,2,9,57,7,0,7.32,23.0,16
974505,Enzo Fernández,MID,2223,PL,England,0,2,45,2,0,7.17,23.0,13
855833,Ferran Torres,FWD,2223,LaLiga,Spain,4,2,13,4,0,6.79,16.571,15
831005,Raphinha,MID,2223,LaLiga,Spain,7,7,29,1,0,7.27,16.571,8
184661,Leon Goretzka,MID,2223,Bund,Germany,3,2,43,2,0,7,17.125,29
803031,Matthijs de Ligt,DEF,2223,Bund,Germany,3,1,32,7,0,7.06,17.125,17
331209,Bernardo Silva,MID,2223,PL,England,4,5,44,3,0,6.89,23.0,29
883537,Luis Díaz,MID,2223,PL,England,4,2,17,2,0,6.93,23.0,7
787941,Frank Anguissa,MID,2223,SerieA,Italy,3,5,53,11,0,6.97,22.357,20
859765,Phil Foden,MID,2223,PL,England,11,5,16,3,0,7.22,23.0,9
787505,Benjamin Pavard,DEF,2223,Bund,Germany,4,1,70,9,0,7.36,17.125,24
976575,Nicolas Seiwald,MID,2223,AutBund,Austria,3,2,83,12,0,7.35,4.9,12
383560,Manuel Akanji,DEF,2223,PL,England,0,1,36,6,0,6.85,23.0,39
592794,Alex Meret,GK,2223,SerieA,Italy,0,0,0,16,69,6.97,22.357,23
868812,Vinícius Júnior,MID,2223,LaLiga,Spain,10,9,30,5,0,7.05,16.571,55
886223,Stephen Eustaquio,MID,2223,Portugal,Portugal,2,5,57,5,0,6.99,12.5,15
135700,Hakan Çalhanoğlu,MID,2223,SerieA,Italy,3,6,48,3,0,7.31,22.357,19
862967,Cody Gakpo,FWD,2223,PL,England,7,2,26,2,0,7.05,23.0,2
232422,Kepa Arrizabalaga,GK,2223,PL,England,0,0,2,9,91,7.09,23.0,21
138892,João Cancelo,DEF,2223,PL,England,2,1,29,4,0,6.92,23.0,24
45853,İlkay Gündoğan,MID,2223,PL,England,8,4,30,6,0,7.13,23.0,20
332155,Amir Rrahmani,DEF,2223,SerieA,Italy,2,1,33,10,0,7.18,22.357,15
944656,Julián Alvarez,FWD,2223,PL,England,9,0,26,3,0,6.9,23.0,19
843665,Alphonso Davies,DEF,2223,Bund,Germany,1,4,45,6,0,6.95,17.125,29
190159,André Silva,FWD,2223,Bund,Germany,4,3,12,2,0,6.7,17.125,17
152077,John Stones,DEF,2223,PL,England,2,2,23,5,0,7.03,23.0,21
1136731,Rico Lewis,DEF,2223,PL,England,0,0,16,1,0,6.83,23.0,6
284361,Federico Dimarco,DEF,2223,SerieA,Italy,4,3,31,1,0,7.17,22.357,18
889259,Khvicha Kvaratskhelia,MID,2223,SerieA,Italy,12,10,43,3,0,7.3,22.357,26
769333,Christopher Nkunku,FWD,2223,Bund,Germany,16,4,6,3,0,7.23,17.125,17
186795,Andreas Christensen,DEF,2223,LaLiga,Spain,1,1,20,8,0,7.05,16.571,1
851284,Rafael Leão,MID,2223,SerieA,Italy,15,8,8,3,0,7.09,22.357,16
836705,Kai Havertz,FWD,2223,PL,England,7,1,34,4,0,6.84,23.0,10
852404,Mattéo Guendouzi,MID,2223,L1,France,2,4,39,4,0,6.9,12.583,11
823984,Lautaro Martínez,FWD,2223,SerieA,Italy,21,6,25,5,0,7.23,22.357,26
1003007,Tanguy Nianzou,DEF,2223,LaLiga,Spain,1,0,20,2,0,6.62,16.571,6
826134,Trevoh Chalobah,DEF,2223,PL,England,0,0,31,4,0,6.75,23.0,6
69768,Jan Oblak,GK,2223,LaLiga,Spain,0,0,0,11,61,6.93,16.571,9
39070,Olivier Giroud,FWD,2223,SerieA,Italy,13,5,8,1,0,6.96,22.357,28
187433,Serge Gnabry,MID,2223,Bund,Germany,14,5,35,5,0,7.11,17.125,23
108579,Harry Kane,FWD,2223,PL,England,30,3,15,8,0,7.44,23.0,10
363856,Nicolò Barella,MID,2223,SerieA,Italy,6,6,49,6,0,7.08,22.357,27
928236,Leonardo Balerdi,DEF,2223,L1,France,0,1,57,7,0,6.93,12.583,13
987818,Maurits Kjaergaard,MID,2223,AutBund,Austria,2,5,40,4,0,7.08,4.9,8
875136,Noa Lang,MID,2223,Belgium,Belgium,9,7,29,4,0,7.26,14.2,2
798583,Dayot Upamecano,DEF,2223,Bund,Germany,0,1,65,6,0,6.81,17.125,16
964994,Joško Gvardiol,DEF,2223,Bund,Germany,1,0,24,5,0,6.94,17.125,23
235672,Matteo Politano,MID,2223,SerieA,Italy,3,3,18,0,0,6.93,22.357,11
352882,Nuno Santos,MID,2223,Portugal,Portugal,8,5,22,5,0,7.3,12.5,7
133908,Marcel Sabitzer,MID,2223,PL,England,0,1,12,1,0,6.82,23.0,4
789071,Dani Olmo,MID,2223,Bund,Germany,2,5,15,1,0,7.04,17.125,1
826215,Ibrahima Konaté,DEF,2223,PL,England,0,0,38,7,0,6.85,23.0,6
78893,Romelu Lukaku,FWD,2223,SerieA,Italy,10,6,3,3,0,7.09,22.357,16
822519,Éder Militão,DEF,2223,LaLiga,Spain,5,0,46,10,0,7.24,16.571,21
103417,Isco,MID,2223,LaLiga,Spain,0,2,15,0,0,6.8,16.571,11
136710,Mateo Kovačić,MID,2223,PL,England,1,2,36,1,0,6.76,23.0,9
187205,Milan Škriniar,DEF,2223,SerieA,Italy,0,0,29,8,0,6.77,22.357,15
248331,Brandon Mechele,DEF,2223,Belgium,Belgium,2,0,68,13,0,7.07,14.2,23
361004,Marco Asensio,MID,2223,LaLiga,Spain,9,6,16,4,0,7.21,16.571,18
836694,Mason Mount,MID,2223,PL,England,3,2,33,3,0,7.05,23.0,7
37151,Henrikh Mkhitaryan,MID,2223,SerieA,Italy,3,2,41,1,0,6.88,22.357,21
955245,Harvey Elliott,MID,2223,PL,England,1,2,27,1,0,6.81,23.0,12
940871,Nico Schlotterbeck,DEF,2223,Bund,Germany,4,5,59,8,0,7.27,17.125,15
992587,Pedri,MID,2223,LaLiga,Spain,6,1,39,10,0,7.28,16.571,2
847030,Noussair Mazraoui,DEF,2223,Bund,Germany,1,4,29,1,0,6.92,17.125,8
150383,Stanislav Lobotka,MID,2223,SerieA,Italy,1,1,83,8,0,7.05,22.357,10
325355,José María Giménez,DEF,2223,LaLiga,Spain,2,1,43,10,0,7.17,16.571,6
822708,Amadou Haidara,MID,2223,Bund,Germany,2,1,25,0,0,6.71,17.125,4
794939,Marc Cucurella,DEF,2223,PL,England,0,2,66,4,0,6.91,23.0,8
138156,Emre Can,DEF,2223,Bund,Germany,2,1,57,6,0,7.02,17.125,13
227672,Jonathan Tah,DEF,2223,Bund,Germany,1,0,25,7,0,6.81,17.125,10
1103693,Gavi,MID,2223,LaLiga,Spain,2,4,47,12,0,6.88,16.571,2
142622,Antonio Rüdiger,DEF,2223,LaLiga,Spain,1,0,18,10,0,6.85,16.571,17
1047509,Bjorn Meijer,DEF,2223,Belgium,Belgium,3,6,42,8,0,6.81,14.2,20
795222,Frenkie de Jong,MID,2223,LaLiga,Spain,2,4,46,11,0,7.24,16.571,1
824509,Gianluigi Donnarumma,GK,2223,L1,France,0,0,1,13,124,7.06,12.583,8
859025,Aurélien Tchouaméni,MID,2223,LaLiga,Spain,0,4,64,5,0,7.13,16.571,4
850993,David Neres,MID,2223,Portugal,Portugal,6,8,21,1,0,7.05,12.5,21
987510,Zaidu Sanusi,DEF,2223,Portugal,Portugal,0,0,15,1,0,6.74,12.5,14
759520,Denzel Dumfries,DEF,2223,SerieA,Italy,1,4,35,2,0,6.84,22.357,29
151545,Virgil van Dijk,DEF,2223,PL,England,3,1,27,11,0,7.1,23.0,13
846425,Manuel Ugarte,MID,2223,Portugal,Portugal,0,0,121,2,0,7.05,12.5,11
829932,Cristian Romero,DEF,2223,PL,England,0,1,68,6,0,6.97,23.0,8
1121923,Antonio Nusa,MID,2223,Belgium,Belgium,1,1,7,0,0,6.72,14.2,5
989768,Nuno Mendes,DEF,2223,L1,France,1,5,45,2,0,7.02,12.583,9
831799,Nahuel Molina,DEF,2223,LaLiga,Spain,4,2,69,9,0,6.88,16.571,6
136924,Willi Orbán,DEF,2223,Bund,Germany,4,0,51,10,0,7.14,17.125,11
94286,Thorgan Hazard,MID,2223,Bund,Germany,0,0,17,0,0,6.68,17.125,6
970361,Jeremie Frimpong,DEF,2223,Bund,Germany,8,7,53,4,0,6.94,17.125,12
827212,Jules Koundé,DEF,2223,LaLiga,Spain,1,3,37,18,0,7.1,16.571,5
84539,Koke,MID,2223,LaLiga,Spain,0,3,55,3,0,6.88,16.571,0
845386,Federico Chiesa,MID,2223,SerieA,Italy,2,5,22,0,0,6.85,22.357,0
792073,Ferland Mendy,DEF,2223,LaLiga,Spain,0,1,21,2,0,6.69,16.571,5
1002837,Piero Hincapié,DEF,2223,Bund,Germany,1,1,51,5,0,6.83,17.125,10
805078,Mathías Olivera,DEF,2223,SerieA,Italy,2,2,39,7,0,6.84,22.357,15
547838,Dani Ceballos,MID,2223,LaLiga,Spain,0,4,43,2,0,6.93,16.571,1
927407,Josip Stanišić,DEF,2223,Bund,Germany,0,0,19,0,0,6.75,17.125,11
911719,Lassina Traoré,FWD,2223,Ukraine,Ukraine,5,4,0,0,0,0,5.7,4
869856,Dominik Szoboszlai,MID,2223,Bund,Germany,6,8,45,5,0,7.42,17.125,13
902029,Vitinha,MID,2223,L1,France,2,3,58,3,0,6.85,12.583,2
118085,Hans Vanaken,MID,2223,Belgium,Belgium,14,6,39,12,0,7.29,14.2,6
155995,Marquinhos,DEF,2223,L1,France,2,0,33,10,0,7.03,12.583,1
947929,Jesper Lindstrøm,MID,2223,Bund,Germany,7,2,26,1,0,6.77,17.125,6
188307,Tomáš Chorý,FWD,2223,Czech,Czechia,13,4,14,1,0,7.14,6.75,9
1010231,Jamal Musiala,MID,2223,Bund,Germany,12,10,34,1,0,7.05,17.125,7
126588,Filip Kostić,DEF,2223,Bund,Germany,0,0,2,0,0,6.4,17.125,5
904897,Ryan Gravenberch,MID,2223,Bund,Germany,0,0,17,0,0,6.6,17.125,4
1001196,Gonçalo Inácio,DEF,2223,Portugal,Portugal,1,3,39,7,0,7.01,12.5,9
353282,Oleksandr Zubkov,FWD,2223,Ukraine,Ukraine,5,3,0,0,0,0,5.7,10
882664,Pepê,MID,2223,Portugal,Portugal,4,7,41,11,0,7.05,12.5,6
879694,Pape Gueye,MID,2223,LaLiga,Spain,1,3,37,3,0,6.65,16.571,0
886363,Matheus Cunha,MID,2223,PL,England,2,0,7,0,0,6.83,23.0,0
876214,Eric García,DEF,2223,LaLiga,Spain,1,0,24,7,0,6.92,16.571,4
940054,Karim Adeyemi,FWD,2223,Bund,Germany,6,5,16,1,0,6.78,17.125,8
188365,Héctor Bellerín,DEF,2223,LaLiga,Spain,0,0,2,1,0,6.93,16.571,1
548848,Pau López,GK,2223,L1,France,0,2,0,10,92,6.99,12.583,8
856076,David Raum,DEF,2223,Bund,Germany,0,2,39,2,0,6.89,17.125,8
973887,Eduardo Camavinga,MID,2223,LaLiga,Spain,0,1,68,7,0,6.87,16.571,13
784655,Fabián Ruiz,MID,2223,L1,France,3,2,62,3,0,7.07,12.583,1
835601,Moise Kean,FWD,2223,SerieA,Italy,6,0,8,0,0,6.63,22.357,4
848287,Evan Ndicka,DEF,2223,Bund,Germany,1,0,25,6,0,6.81,17.125,15
1129862,Raphael Onyedika,MID,2223,Belgium,Belgium,0,0,75,7,0,6.99,14.2,6
1190933,João Neves,MID,2223,Portugal,Portugal,1,0,26,3,0,6.86,12.5,3
234148,N'Golo Kanté,MID,2223,PL,England,0,1,16,1,0,7.26,23.0,1
857574,Andriy Lunin,GK,2223,LaLiga,Spain,0,0,0,3,12,6.81,16.571,1
958923,Artem Bondarenko,MID,2223,Ukraine,Ukraine,8,5,0,0,0,0,5.7,4
838232,Eljif Elmas,MID,2223,SerieA,Italy,6,3,24,1,0,6.85,22.357,2
986397,Benjamin Šeško,FWD,2223,AutBund,Austria,16,3,12,3,0,6.93,4.9,1
982778,Devyne Rensch,DEF,2223,Ered,Netherlands,3,1,55,4,0,6.87,13.5,8
1082406,Matías Soulé,FWD,2223,SerieA,Italy,1,0,7,0,0,6.75,22.357,0
925097,Ronald Araújo,DEF,2223,LaLiga,Spain,0,2,26,12,0,7.03,16.571,0
1067539,Lynnt Audoor,MID,2223,Belgium,Belgium,0,0,1,0,0,6.55,14.2,0
1142672,Warren Zaïre-Emery,MID,2223,L1,France,2,0,17,0,0,6.55,12.583,0
835485,Brahim Díaz,MID,2223,SerieA,Italy,6,7,32,0,0,6.91,22.357,10
318927,Joe Gomez,DEF,2223,PL,England,0,0,28,8,0,6.9,23.0,8
814594,Achraf Hakimi,DEF,2223,L1,France,5,3,54,8,0,6.92,12.583,9
927353,Curtis Jones,MID,2223,PL,England,3,1,34,0,0,6.8,23.0,0
319853,Lukas Klostermann,DEF,2223,Bund,Germany,0,0,16,4,0,6.78,17.125,1
125407,Álvaro Morata,FWD,2223,LaLiga,Spain,13,2,16,1,0,6.89,16.571,0
353130,Mario Hermoso,DEF,2223,LaLiga,Spain,3,2,22,8,0,6.93,16.571,6
353138,Marcos Llorente,MID,2223,LaLiga,Spain,1,2,32,5,0,6.97,16.571,0
1146018,Paul Wanner,MID,2223,Bund,Germany,0,0,3,0,0,6.55,17.125,0
800951,Julian Ryerson,DEF,2223,Bund,Germany,1,0,55,6,0,6.74,17.125,0
1048009,El Chadaille Bitshiabu,DEF,2223,L1,France,0,0,10,0,0,6.52,12.583,0
958959,Jurriën Timber,DEF,2223,Ered,Netherlands,2,2,47,9,0,7.03,13.5,5
803039,Donyell Malen,FWD,2223,Bund,Germany,9,5,13,1,0,7.09,17.125,0
906021,Sergiño Dest,DEF,2223,SerieA,Italy,0,0,12,0,0,6.51,22.357,1
979221,Gonçalo Borges,MID,2223,Portugal,Portugal,0,0,3,0,0,6.66,12.5,0
566102,Davinson Sánchez,DEF,2223,PL,England,0,0,24,2,0,6.76,23.0,0
280601,Jindřich Staněk,GK,2223,Czech,Czechia,0,0,1,10,99,7.09,6.75,7
1002819,Gabriel Veron,MID,2223,Portugal,Portugal,0,2,14,0,0,6.79,12.5,0
1048422,Hugo Ekitiké,FWD,2223,L1,France,3,4,12,0,0,6.78,12.583,0
895764,Pedro Gonçalves,MID,2223,Portugal,Portugal,15,11,59,7,0,7.51,12.5,6
904859,Dmytro Kryskiv,MID,2223,Ukraine,Ukraine,5,3,0,0,0,0,5.7,0
50490,Wojciech Szczęsny,GK,2223,SerieA,Italy,0,0,1,14,68,7,22.357,3
355492,Konrad Laimer,DEF,2223,Bund,Germany,3,0,60,3,0,6.93,17.125,3
997035,Alejandro Balde,DEF,2223,LaLiga,Spain,1,6,42,14,0,6.89,16.571,0
