sofa_id,name,pos,dom_season,ucl_season,league,country,dom_g,dom_a,dom_tk,dom_cs,dom_sv,dom_rt,league_strength,target_ucl_fantasy_pts
1402913,Pau Cubarsí,DEF,2425,2526,LaLiga,Spain,0,3,34,5,0,6.95,23.892,4
566102,Davinson Sánchez,DEF,2425,2526,SuperLig,Turkey,3,1,62,10,0,7.35,10.3,24
913593,Gabriel Sara,MID,2425,2526,SuperLig,Turkey,2,8,23,3,0,7.21,10.3,13
593526,Nicolas Pépé,MID,2425,2526,LaLiga,Spain,3,6,22,2,0,7.11,23.892,6
795064,Trent Alexander-Arnold,DEF,2425,2526,PL,England,3,6,72,4,0,7.25,29.464,12
1495876,Mamadou Diakhon,FWD,2425,2526,L1,France,2,1,12,0,0,6.8,17.928,11
1394342,Ousmane Diomande,DEF,2425,2526,Portugal,Portugal,2,0,36,9,0,7.06,16.25,16
1423711,Myles Lewis-Skelly,DEF,2425,2526,PL,England,1,0,22,3,0,6.75,29.464,20
253809,Rui Silva,GK,2425,2526,LaLiga,Spain,0,0,0,4,37,7.04,23.892,23
892943,Håkon Evjen,MID,2425,2526,Elite,Norway,4,9,66,4,0,7.37,11.812,19
891442,David Douděra,MID,2425,2526,Czech,Czechia,2,5,48,14,0,7.2,10.55,6
1001140,Geny Catamo,MID,2425,2526,Portugal,Portugal,5,2,29,4,0,7.1,16.25,11
293519,Leroy Sané,MID,2425,2526,Bund,Germany,11,5,23,1,0,7.18,18.421,12
10406,Simon Mignolet,GK,2425,2526,Belgium,Belgium,0,0,2,10,77,6.97,15.65,8
945122,Matheus Nunes,DEF,2425,2526,PL,England,1,6,35,7,0,7.2,29.464,10
84539,Koke,MID,2425,2526,LaLiga,Spain,1,1,46,5,0,6.88,23.892,8
37151,Henrikh Mkhitaryan,MID,2425,2526,SerieA,Italy,1,4,43,6,0,7.06,21.875,2
1085081,Álvaro Carreras,DEF,2425,2526,Portugal,Portugal,3,1,64,11,0,7.17,16.25,16
855833,Ferran Torres,FWD,2425,2526,LaLiga,Spain,10,6,8,0,0,7.08,23.892,16
383560,Manuel Akanji,DEF,2425,2526,PL,England,0,0,19,5,0,6.96,29.464,12
929199,Carlos Augusto,DEF,2425,2526,SerieA,Italy,3,2,29,6,0,7,21.875,11
805078,Mathías Olivera,DEF,2425,2526,SerieA,Italy,0,2,63,9,0,7.03,21.875,13
979480,Willian Pacho,DEF,2425,2526,L1,France,0,1,56,4,0,7.04,17.928,45
986395,Ricardo Pepi,FWD,2425,2526,Ered,Netherlands,11,2,6,3,0,7.3,15.25,15
990169,Johnny Cardoso,MID,2425,2526,LaLiga,Spain,3,1,55,3,0,6.95,23.892,10
800951,Julian Ryerson,DEF,2425,2526,Bund,Germany,2,3,46,4,0,6.91,18.421,15
1159759,Nathaniel Brown,DEF,2425,2526,Bund,Germany,3,6,71,5,0,7.22,18.421,19
178963,Abdülkerim Bardakcı,DEF,2425,2526,SuperLig,Turkey,3,2,29,11,0,7.23,10.3,18
931278,Rayan Aït-Nouri,DEF,2425,2526,PL,England,4,7,89,0,0,7.04,29.464,8
824200,Ademola Lookman,MID,2425,2526,SerieA,Italy,15,5,32,2,0,7.32,21.875,26
876214,Eric García,DEF,2425,2526,LaLiga,Spain,2,3,38,6,0,6.99,23.892,5
1007769,Ole Didrik Blomberg,MID,2425,2526,Elite,Norway,3,7,21,3,0,7.14,11.812,20
1130939,Maghnes Akliouche,MID,2425,2526,L1,France,5,10,51,7,0,7.31,17.928,21
845386,Federico Chiesa,MID,2425,2526,PL,England,0,0,1,0,0,6.45,29.464,5
1144329,Štěpán Chaloupek,DEF,2425,2526,Czech,Czechia,0,0,27,1,0,6.96,10.55,18
957602,Riccardo Calafiori,DEF,2425,2526,PL,England,2,1,27,0,0,6.97,29.464,14
1126512,Zeno Debast,DEF,2425,2526,Portugal,Portugal,0,3,38,9,0,7.14,16.25,0
941168,William Saliba,DEF,2425,2526,PL,England,2,0,62,12,0,7.04,29.464,31
822519,Éder Militão,DEF,2425,2526,LaLiga,Spain,1,1,19,3,0,7.21,23.892,5
864921,Eberechi Eze,MID,2425,2526,PL,England,8,8,39,2,0,7.28,29.464,11
754794,Lucas Torreira,MID,2425,2526,SuperLig,Turkey,4,5,74,7,0,7.2,10.3,8
328027,Serhou Guirassy,FWD,2425,2526,Bund,Germany,21,2,7,0,0,7.26,18.421,25
227672,Jonathan Tah,DEF,2425,2526,Bund,Germany,3,0,19,8,0,7.11,18.421,22
977679,Luís Henrique,MID,2425,2526,L1,France,7,7,16,2,0,7.17,17.928,1
151440,Tomáš Holeš,DEF,2425,2526,Czech,Czechia,2,2,53,15,0,7.48,10.55,4
361722,Nordin Jackers,GK,2425,2526,Belgium,Belgium,0,0,0,2,19,7.26,15.65,7
978285,Wilfried Singo,DEF,2425,2526,L1,France,1,2,37,7,0,7.04,17.928,19
879694,Pape Gueye,MID,2425,2526,LaLiga,Spain,4,0,54,1,0,7.05,23.892,4
954056,Nico González,MID,2425,2526,PL,England,1,0,16,3,0,6.91,29.464,4
996952,Bradley Barcola,MID,2425,2526,L1,France,14,10,27,1,0,7.25,17.928,29
904096,Barış Alper Yılmaz,MID,2425,2526,SuperLig,Turkey,12,3,34,3,0,7.19,10.3,13
958959,Jurriën Timber,DEF,2425,2526,PL,England,1,3,58,7,0,6.96,29.464,17
984623,Rafa Marín,DEF,2425,2526,SerieA,Italy,0,0,1,1,0,6.83,21.875,6
1506781,Villads Nielsen,DEF,2425,2526,Elite,Norway,0,0,2,2,0,6.81,11.812,0
927366,Matěj Kovář,GK,2425,2526,Bund,Germany,0,0,0,3,12,7,18.421,10
866469,Bruno Guimarães,MID,2425,2526,PL,England,5,6,83,5,0,7.22,29.464,3
352882,Nuno Santos,MID,2425,2526,Portugal,Portugal,0,0,4,2,0,7.2,16.25,1
807771,Dávid Hancko,DEF,2425,2526,Ered,Netherlands,3,1,38,10,0,7.26,15.25,22
812145,Dennis Man,FWD,2425,2526,SerieA,Italy,4,4,13,0,0,6.76,21.875,9
994556,Carney Chukwuemeka,MID,2425,2526,Bund,Germany,1,0,7,0,0,6.86,18.421,12
1135873,Alejandro Garnacho,MID,2425,2526,PL,England,6,2,30,3,0,6.81,29.464,7
843665,Alphonso Davies,DEF,2425,2526,Bund,Germany,1,2,30,6,0,7.24,18.421,8
989841,Eduardo Quaresma,DEF,2425,2526,Portugal,Portugal,1,0,46,3,0,7,16.25,4
846036,Ben White,DEF,2425,2526,PL,England,0,2,20,5,0,6.96,29.464,13
556866,Gregor Kobel,GK,2425,2526,Bund,Germany,0,0,0,7,85,6.89,18.421,18
1144630,Cristhian Mosquera,DEF,2425,2526,LaLiga,Spain,1,0,56,8,0,6.85,23.892,11
804508,Viktor Gyökeres,FWD,2425,2526,Portugal,Portugal,39,7,9,12,0,8,16.25,23
814594,Achraf Hakimi,DEF,2425,2526,L1,France,4,6,48,7,0,7.76,17.928,47
798583,Dayot Upamecano,DEF,2425,2526,Bund,Germany,2,0,36,7,0,7.37,18.421,20
835485,Brahim Díaz,MID,2425,2526,LaLiga,Spain,4,2,25,4,0,6.89,23.892,10
1108441,Lucas Beraldo,DEF,2425,2526,L1,France,1,0,38,2,0,7.07,17.928,0
1473491,Senny Mayulu,MID,2425,2526,L1,France,2,2,25,0,0,6.88,17.928,13
845798,Guus Til,MID,2425,2526,Ered,Netherlands,10,11,26,2,0,7.22,15.25,20
787751,Robin Le Normand,DEF,2425,2526,LaLiga,Spain,1,0,27,12,0,6.9,23.892,21
1103693,Gavi,MID,2425,2526,LaLiga,Spain,1,1,30,3,0,6.92,23.892,1
1468046,Santiago Mouriño,DEF,2425,2526,LaLiga,Spain,0,1,43,6,0,6.97,23.892,10
838232,Eljif Elmas,MID,2425,2526,Bund,Germany,0,0,3,0,0,6.65,18.421,5
917087,Kang-in Lee,MID,2425,2526,L1,France,6,6,25,0,0,7.46,17.928,2
1526618,Marc Bernal,MID,2425,2526,LaLiga,Spain,0,0,8,0,0,7,23.892,6
138156,Emre Can,DEF,2425,2526,Bund,Germany,3,0,50,3,0,6.92,18.421,2
1009372,Georges Mikautadze,FWD,2425,2526,L1,France,11,6,7,2,0,6.95,17.928,5
1046960,Ryan Flamingo,DEF,2425,2526,Ered,Netherlands,0,2,44,6,0,7.19,15.25,2
1590918,Ibrahim Mbaye,MID,2425,2526,L1,France,1,1,4,0,0,6.46,17.928,1
1000483,Marc Casadó,MID,2425,2526,LaLiga,Spain,1,3,44,4,0,7.03,23.892,3
100389,Marten de Roon,MID,2425,2526,SerieA,Italy,4,4,74,12,0,7.16,21.875,13
133908,Marcel Sabitzer,MID,2425,2526,Bund,Germany,1,0,29,3,0,6.8,18.421,9
861979,Daniel Bragança,MID,2425,2526,Portugal,Portugal,3,4,26,3,0,7.21,16.25,5
1149146,Mika Godts,MID,2425,2526,Ered,Netherlands,4,2,25,0,0,7.02,15.25,4
1156645,Raúl Asencio,DEF,2425,2526,LaLiga,Spain,0,1,22,6,0,6.98,23.892,9
1097425,Miloš Kerkez,DEF,2425,2526,PL,England,2,5,52,9,0,7.06,29.464,14
927353,Curtis Jones,MID,2425,2526,PL,England,3,3,39,1,0,6.91,29.464,3
1136731,Rico Lewis,DEF,2425,2526,PL,England,1,2,30,3,0,6.91,29.464,4
146866,Gerard Moreno,FWD,2425,2526,LaLiga,Spain,3,2,7,0,0,7.11,23.892,0
873189,Juan Foyth,DEF,2425,2526,LaLiga,Spain,1,0,25,5,0,7.19,23.892,2
1435367,David Moses,MID,2425,2526,Czech,Czechia,1,1,51,2,0,7,10.55,7
844234,Jerdy Schouten,MID,2425,2526,Ered,Netherlands,1,2,15,1,0,7.05,15.25,5
827212,Jules Koundé,DEF,2425,2526,LaLiga,Spain,2,3,63,8,0,7.17,23.892,21
248331,Brandon Mechele,DEF,2425,2526,Belgium,Belgium,3,1,69,13,0,7.32,15.65,16
895764,Pedro Gonçalves,MID,2425,2526,Portugal,Portugal,5,4,13,2,0,7.43,16.25,9
184661,Leon Goretzka,MID,2425,2526,Bund,Germany,4,1,21,3,0,7.13,18.421,1
1101258,Kyriani Sabbe,DEF,2425,2526,Belgium,Belgium,1,1,39,2,0,6.89,15.65,4
1048422,Hugo Ekitiké,FWD,2425,2526,Bund,Germany,15,8,16,2,0,7.27,18.421,19
355492,Konrad Laimer,DEF,2425,2526,Bund,Germany,2,2,49,6,0,6.93,18.421,21
1010231,Jamal Musiala,MID,2425,2526,Bund,Germany,12,2,36,2,0,7.58,18.421,15
794839,Gabriel Jesus,FWD,2425,2526,PL,England,3,0,10,1,0,6.88,29.464,8
857738,Yunus Akgün,MID,2425,2526,SuperLig,Turkey,7,10,15,3,0,7.27,10.3,11
1172777,Fredrik Sjøvold,DEF,2425,2526,Elite,Norway,1,3,66,4,0,7.21,11.812,18
850993,David Neres,MID,2425,2526,SerieA,Italy,2,4,21,2,0,6.92,21.875,5
1136110,Esmir Bajraktarević,FWD,2425,2526,Ered,Netherlands,0,0,0,0,0,6.65,15.25,1
996953,Lucas Chevalier,GK,2425,2526,L1,France,0,0,3,11,96,7.09,17.928,7
1401702,Ethan Nwaneri,MID,2425,2526,PL,England,4,2,11,1,0,6.93,29.464,0
1518101,Shandre Campbell,FWD,2425,2526,Belgium,Belgium,0,0,0,0,0,6.7,15.65,0
1142703,Nico O'Reilly,DEF,2425,2526,PL,England,2,0,9,2,0,6.99,29.464,25
825731,Michal Sadílek,MID,2425,2526,Ered,Netherlands,2,4,43,4,0,7.1,15.25,4
1099352,Giuliano Simeone,MID,2425,2526,LaLiga,Spain,2,6,27,1,0,6.91,23.892,23
965011,Matteo Ruggeri,DEF,2425,2526,SerieA,Italy,0,3,39,4,0,6.94,21.875,25
954076,Fábio Silva,FWD,2425,2526,LaLiga,Spain,10,3,12,0,0,7.04,23.892,8
1086223,Ange-Yoan Bonny,FWD,2425,2526,SerieA,Italy,6,4,34,0,0,6.9,21.875,11
927407,Josip Stanišić,DEF,2425,2526,Bund,Germany,0,2,13,3,0,7.07,18.421,15
898815,Sam Beukema,DEF,2425,2526,SerieA,Italy,0,1,54,11,0,7.01,21.875,1
983041,Hugo Siquet,DEF,2425,2526,Belgium,Belgium,2,1,23,0,0,6.84,15.65,2
1029163,Sondre Auklend,MID,2425,2526,Elite,Norway,2,0,12,1,0,6.89,11.812,2
142622,Antonio Rüdiger,DEF,2425,2526,LaLiga,Spain,0,0,20,11,0,7.03,23.892,9
1066603,Luiz Júnior,GK,2425,2526,LaLiga,Spain,0,0,0,5,51,7.19,23.892,4
1105779,Andrey Santos,MID,2425,2526,L1,France,10,3,110,9,0,7.44,17.928,9
1103333,Franjo Ivanović,FWD,2425,2526,Belgium,Belgium,16,5,34,4,0,7.19,15.65,1
928236,Leonardo Balerdi,DEF,2425,2526,L1,France,0,0,54,4,0,6.92,17.928,4
997035,Alejandro Balde,DEF,2425,2526,LaLiga,Spain,0,4,18,4,0,6.93,23.892,5
1194333,Abdukodir Khusanov,DEF,2425,2526,PL,England,0,0,5,2,0,6.75,29.464,12
45853,İlkay Gündoğan,MID,2425,2526,PL,England,1,6,25,3,0,7.08,29.464,1
981483,Eren Elmalı,DEF,2425,2526,SuperLig,Turkey,0,1,51,7,0,6.96,10.3,2
925097,Ronald Araújo,DEF,2425,2526,LaLiga,Spain,1,1,12,1,0,7.1,23.892,3
103457,Günay Güvenç,GK,2425,2526,SuperLig,Turkey,0,0,0,1,5,8.5,10.3,0
547838,Dani Ceballos,MID,2425,2526,LaLiga,Spain,0,0,41,3,0,7.13,23.892,2
851271,Fran García,DEF,2425,2526,LaLiga,Spain,0,2,51,7,0,7.03,23.892,5
352370,Lucas Hernández,DEF,2425,2526,L1,France,0,0,24,2,0,6.83,17.928,2
835600,Davide Frattesi,MID,2425,2526,SerieA,Italy,5,1,17,2,0,6.83,21.875,3
1008402,Conor Bradley,DEF,2425,2526,PL,England,0,2,14,0,0,6.81,29.464,5
793524,Andreas Helmersen,FWD,2425,2526,Elite,Norway,3,0,7,0,0,6.91,11.812,4
1395881,Joaquin Seys,DEF,2425,2526,Belgium,Belgium,2,0,67,0,0,6.94,15.65,17
1129935,Tom Bischof,MID,2425,2526,Bund,Germany,5,2,95,3,0,7.26,18.421,3
970361,Jeremie Frimpong,DEF,2425,2526,Bund,Germany,5,5,33,4,0,6.85,18.421,7
826134,Trevoh Chalobah,DEF,2425,2526,PL,England,3,1,31,5,0,7.05,29.464,8
1086417,Rasmus Højlund,FWD,2425,2526,PL,England,4,0,3,0,0,6.63,29.464,12
944660,Thiago Almada,MID,2425,2526,L1,France,1,4,14,0,0,7.08,17.928,1
927359,Vítězslav Jaroš,GK,2425,2526,PL,England,0,0,0,0,1,7.1,29.464,6
910031,Alex Baena,MID,2425,2526,LaLiga,Spain,7,9,28,5,0,7.48,23.892,1
318927,Joe Gomez,DEF,2425,2526,PL,England,0,0,13,1,0,6.88,29.464,4
1149127,Arthur Vermeeren,MID,2425,2526,Bund,Germany,0,2,32,0,0,6.65,18.421,4
345195,Ayoze Pérez,FWD,2425,2526,LaLiga,Spain,19,2,27,1,0,7.19,23.892,0
1167818,Iván Fresneda,DEF,2425,2526,Portugal,Portugal,3,0,26,2,0,6.85,16.25,14
38710,Ivan Perišić,MID,2425,2526,Ered,Netherlands,9,8,23,0,0,7.44,15.25,8
1087359,Renato Veiga,DEF,2425,2526,PL,England,0,0,9,1,0,6.59,29.464,8
138152,Kaan Ayhan,DEF,2425,2526,SuperLig,Turkey,1,3,38,5,0,6.93,10.3,0
1184317,Yarek Gasiorowski,DEF,2425,2526,LaLiga,Spain,0,0,20,1,0,6.82,23.892,4
961684,Anass Salah-Eddine,DEF,2425,2526,SerieA,Italy,0,1,1,0,0,6.5,21.875,6
1410209,João Simões,MID,2425,2526,Portugal,Portugal,1,0,7,1,0,6.77,16.25,4
873106,Hiroki Itō,DEF,2425,2526,Bund,Germany,1,0,2,0,0,7,18.421,0
235672,Matteo Politano,MID,2425,2526,SerieA,Italy,3,4,29,2,0,7.06,21.875,1
1069336,Romeo Vermant,FWD,2425,2526,Belgium,Belgium,9,3,18,0,0,7.1,15.65,8
893549,Tijjani Reijnders,MID,2425,2526,SerieA,Italy,10,4,26,10,0,7.24,21.875,10
1146018,Paul Wanner,MID,2425,2526,Bund,Germany,3,2,40,1,0,6.68,18.421,3
355088,Roland Sallai,DEF,2425,2526,Bund,Germany,0,0,2,0,0,6.75,18.421,10
1012444,Alberto Moleiro,MID,2425,2526,LaLiga,Spain,6,1,27,1,0,6.81,23.892,0
794939,Marc Cucurella,DEF,2425,2526,PL,England,5,1,67,9,0,7.05,29.464,15
1130942,Félix Lemaréchal,MID,2425,2526,L1,France,4,3,35,4,0,6.95,17.928,1
825838,Armando Obispo,DEF,2425,2526,Ered,Netherlands,1,0,2,0,0,6.75,15.25,2
1047509,Bjorn Meijer,DEF,2425,2526,Belgium,Belgium,0,2,8,0,0,6.93,15.65,1
897291,Ismail Jakobs,DEF,2425,2526,L1,France,0,0,5,2,0,7.75,17.928,13
930997,Giorgi Mamardashvili,GK,2425,2526,LaLiga,Spain,0,0,2,8,93,6.89,23.892,8
126588,Filip Kostić,DEF,2425,2526,SuperLig,Turkey,1,6,36,5,0,7.07,10.3,0
907668,Billy Gilmour,MID,2425,2526,PL,England,0,0,3,0,0,6.85,29.464,0
1089108,Ilias Akhomach,MID,2425,2526,LaLiga,Spain,1,0,12,0,0,7.02,23.892,6
1142672,Warren Zaïre-Emery,MID,2425,2526,L1,France,1,2,51,2,0,6.99,17.928,14
572286,Gustaf Nilsson,FWD,2425,2526,Belgium,Belgium,9,5,19,3,0,7.07,15.65,0
123179,Ivan Schranz,MID,2425,2526,Czech,Czechia,2,4,7,0,0,7,10.55,0
877236,Hugo Vetlesen,MID,2425,2526,Belgium,Belgium,2,3,22,3,0,6.9,15.65,0
934354,Antoine Semenyo,MID,2425,2526,PL,England,11,5,55,6,0,7.19,29.464,0
1016893,Luís Guilherme,MID,2425,2526,PL,England,0,0,1,0,0,6.65,29.464,0
945798,Djed Spence,DEF,2425,2526,PL,England,1,2,47,2,0,6.85,29.464,15
331209,Bernardo Silva,MID,2425,2526,PL,England,4,4,56,9,0,7.23,29.464,12
148899,Leonardo Spinazzola,DEF,2425,2526,SerieA,Italy,1,1,17,3,0,6.84,21.875,4
903679,Fotis Ioannidis,FWD,2425,2526,Greece,Greece,6,1,8,3,0,6.86,12.687,4
1482424,Claudio Echeverri,MID,2425,2526,PL,England,0,0,1,0,0,6.5,29.464,0
1021272,Daniel Svensson,DEF,2425,2526,Bund,Germany,1,3,15,2,0,7.08,18.421,24
906021,Sergiño Dest,DEF,2425,2526,Ered,Netherlands,0,1,6,0,0,6.94,15.25,7
787505,Benjamin Pavard,DEF,2425,2526,SerieA,Italy,0,1,29,6,0,7.02,21.875,6
151700,Ulrik Saltnes,MID,2425,2526,Elite,Norway,7,3,40,6,0,7.06,11.812,1
908716,Miguel Gutiérrez,DEF,2425,2526,LaLiga,Spain,1,5,37,5,0,7.03,23.892,5
831799,Nahuel Molina,DEF,2425,2526,LaLiga,Spain,0,3,44,5,0,6.83,23.892,9
787941,Frank Anguissa,MID,2425,2526,SerieA,Italy,6,4,42,11,0,7.07,21.875,2
963084,David Zima,DEF,2425,2526,Czech,Czechia,2,1,20,9,0,7.19,10.55,12
986245,Sergi Cardona,DEF,2425,2526,LaLiga,Spain,1,7,71,3,0,7.08,23.892,4
980628,Maximilian Beier,FWD,2425,2526,Bund,Germany,8,5,25,2,0,6.92,18.421,9
799046,Waldemar Anton,DEF,2425,2526,Bund,Germany,2,2,34,5,0,7.22,18.421,13
1004449,Cisse Sandra,MID,2425,2526,Ered,Netherlands,4,2,9,2,0,6.72,15.25,0
1187275,Joel Ordóñez,DEF,2425,2526,Belgium,Belgium,1,1,27,8,0,6.92,15.65,11
973290,Tajon Buchanan,MID,2425,2526,LaLiga,Spain,1,2,10,0,0,6.75,23.892,1
50490,Wojciech Szczęsny,GK,2425,2526,LaLiga,Spain,0,0,1,8,21,6.91,23.892,3
186795,Andreas Christensen,DEF,2425,2526,LaLiga,Spain,0,0,6,0,0,6.84,23.892,0
873554,Omar Marmoush,FWD,2425,2526,PL,England,7,0,13,3,0,7.33,29.464,1
823941,Alexander Isak,FWD,2425,2526,PL,England,23,6,12,3,0,7.29,29.464,1
188307,Tomáš Chorý,FWD,2425,2526,Czech,Czechia,14,5,14,4,0,7.31,10.55,0
935564,Jonathan David,FWD,2425,2526,L1,France,16,5,24,5,0,7.18,17.928,11
792073,Ferland Mendy,DEF,2425,2526,LaLiga,Spain,0,1,17,3,0,6.82,23.892,0
250319,Haitam Aleesami,DEF,2425,2526,Elite,Norway,1,1,59,7,0,7.08,11.812,8
1525863,Pau Navarro,DEF,2425,2526,LaLiga,Spain,0,0,23,0,0,6.65,23.892,2
907174,Tomáš Vlček,DEF,2425,2526,Czech,Czechia,0,0,2,2,0,6.96,10.55,2
826049,Mojmír Chytil,FWD,2425,2526,Czech,Czechia,9,1,5,1,0,6.95,10.55,0
232422,Kepa Arrizabalaga,GK,2425,2526,PL,England,0,0,1,8,97,7.14,29.464,0
78893,Romelu Lukaku,FWD,2425,2526,SerieA,Italy,14,10,4,1,0,6.99,21.875,0
877994,Marc Guéhi,DEF,2425,2526,PL,England,3,2,61,11,0,7.1,29.464,0
870263,Alessandro Buongiorno,DEF,2425,2526,SerieA,Italy,1,0,39,10,0,7.16,21.875,12
878496,Ricardo Mangas,DEF,2425,2526,Portugal,Portugal,0,0,3,1,0,6.93,16.25,0
962364,Lorenzo Lucca,FWD,2425,2526,SerieA,Italy,12,1,10,0,0,6.95,21.875,1
1174937,Endrick,FWD,2425,2526,LaLiga,Spain,1,0,1,0,0,6.63,23.892,0
906049,Ahmed Kutucu,MID,2425,2526,SuperLig,Turkey,9,6,27,3,0,7.09,10.3,0
153257,Giovanni Di Lorenzo,DEF,2425,2526,SerieA,Italy,3,2,66,18,0,7.17,21.875,10
927493,Igoh Ogbu,DEF,2425,2526,Czech,Czechia,2,1,40,14,0,7.22,10.55,0
908714,Arnau Tenas,GK,2425,2526,L1,France,0,1,0,0,3,7.9,17.928,3
1014222,Kiliann Sildillia,DEF,2425,2526,Bund,Germany,2,0,17,6,0,6.91,18.421,1
